id,name,host_id,host_name,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21967336,Affordable & Cozy Apartment near Prospect Park,1852207,Christie,Brooklyn,40.65903,-73.96036,Entire home/apt,135,3,3,1/3/2019,0.16,1,0
3358937,ADORABLE 2BR in Chelsea!!,16947051,Cayla,Manhattan,40.74722,-74.00466,Entire home/apt,300,3,11,4/17/2016,0.19,1,0
35233649,Casa Renovare (Recycle House) Crown Heights 4BR,265273935,Noor,Brooklyn,40.67385,-73.92071,Entire home/apt,295,3,3,7/2/2019,3,1,356
9586086,"Bright, Beautiful House w/ Yard",397900,Kari,Brooklyn,40.63984,-73.97197,Entire home/apt,225,4,0,,,1,0
17988416,ã€Š1ã€‹æ³•æ‹‰ç››å¸‚ä¸­å¿ƒæ˜Žäº®å¹²å‡€çš„ç§äººæˆ¿é—´,123580100,Evelyn,Queens,40.76503,-73.83039,Private room,45,1,82,6/17/2019,3.01,2,52
17134357,Cozy large BR steps to AMNH,780958,Liliana,Manhattan,40.78587,-73.97468,Private room,100,5,11,7/23/2017,0.39,1,0
29102760,Split level walk-in Masterbedroom,219333557,Rafael,Queens,40.76274,-73.86866,Private room,79,1,8,6/2/2019,1.26,7,96
8237244,Charming Studio + Private Balcony,38363621,Michael,Manhattan,40.72765,-73.98634,Entire home/apt,215,3,72,3/23/2019,1.56,1,0
33509538,WALK TO FREE SI FERRY FROM FURNISHED STUDIO APT,160956,Neil,Staten Island,40.64015,-74.08127,Entire home/apt,99,3,4,6/28/2019,2.31,1,326
21308528,East Village/Lower East Side Artsy Flat,51547093,Kai Chieh,Manhattan,40.72026,-73.98468,Shared room,68,1,5,3/9/2018,0.24,2,0
18782064,STUDIO ON WEST 56TH COLUMBUS CIRCLE~DOORMAN,2856748,Ruchi,Manhattan,40.76617,-73.98445,Entire home/apt,184,30,0,,,49,364
23199948,Empire State Studio,172506981,Marlene,Manhattan,40.74827,-73.98828,Entire home/apt,150,3,27,7/6/2019,1.79,1,320
12797047,Cute little Studio in East Village/Alphabet City,67311188,Viola,Manhattan,40.72125,-73.98058,Entire home/apt,150,5,1,8/12/2017,0.04,1,0
26596388,PERFECTLY LOCATED PRIVATE APARTMENT - AFFORDABLE,199956234,Kevin Unal,Manhattan,40.80448,-73.95567,Entire home/apt,139,1,58,6/18/2019,4.89,1,96
13113202,Private room with detached private bathroom,69427329,Michelle & Eddie,Queens,40.73849,-73.87606,Private room,49,1,65,7/1/2019,1.7,6,355
7368190,"Bright, Airy, Quiet 1 Bd",3890297,Babita,Manhattan,40.73943,-73.98135,Entire home/apt,199,3,20,3/8/2019,0.42,1,0
18852919,THE PERFECT QUIET ATMOSPHERE  WHEN HOME,129890157,Pauline,Bronx,40.87063,-73.84896,Private room,70,1,3,6/12/2017,0.12,2,0
26924800,Beautiful  Clean Room For One,149296850,Septina,Brooklyn,40.69335,-73.9369,Private room,79,2,2,6/20/2019,0.19,4,338
2924834,RARE: Large Room + Big Townhouse = Better Stay,9576121,Jon,Brooklyn,40.71416,-73.9488,Private room,80,2,71,2/26/2019,1.13,1,0
5763191,"BEAUTIFUL APT UPPER WEST SIDE, 68St ONLY GIRLS",29901463,Nadia,Manhattan,40.7726,-73.97928,Shared room,68,3,105,6/23/2019,2.09,1,302
26886071,Overlooking Tompkins Sq Park in the East Village,5073548,David,Manhattan,40.72696,-73.9811,Entire home/apt,300,3,6,3/10/2019,0.94,1,0
21324360,Cobble Hill Brooklyn....SUPER PRIME 1BR - full apt,154362702,Chris,Brooklyn,40.68661,-73.99097,Entire home/apt,200,3,32,7/1/2019,1.52,1,36
13548278,Lovely & Spacious Entire Apt- 18 mins to Manhattan,12777561,Philippia,Queens,40.746,-73.91503,Entire home/apt,125,1,2,1/1/2017,0.06,1,0
15393322,Large Loft in Williamsburg,3002077,Jessica,Brooklyn,40.71675,-73.96226,Entire home/apt,500,7,5,12/30/2018,0.16,1,106
8795721,Spacious studio 10 min to Manhattan,6672223,Katia,Queens,40.76196,-73.924,Entire home/apt,72,3,7,1/18/2016,0.15,1,0
20497487,Cozy Entire Apartment near Time Square.,74937144,Pong,Manhattan,40.76163,-73.99008,Entire home/apt,226,2,73,6/1/2019,3.35,1,56
19154108,Cozy 1 Bedroom Close to Everything,8633973,Joseph,Manhattan,40.76952,-73.98957,Entire home/apt,135,3,41,6/16/2019,1.64,1,0
30797190,#1 JFK/NYC Home sweet home!,37891510,Carlos & Lina,Queens,40.68577,-73.85984,Private room,45,3,10,7/4/2019,2.14,2,54
34482823,apartment for 6ppl in SOHO,260186993,Me,Manhattan,40.71955,-73.99115,Entire home/apt,243,2,1,6/24/2019,1,1,97
11459084,LES sunny bedroom with roof access,20175896,Zack,Manhattan,40.72132,-73.98369,Private room,110,3,26,4/22/2019,0.64,1,0
27824606,Huge outdoor w/ amazing view right from your room,73820234,Yeon,Manhattan,40.73213,-74.00865,Private room,100,3,35,6/7/2019,3.3,1,112
26558970,"Fifth Element: 7bd, private home.FREE CANCELLATION",143979755,Edwin,Bronx,40.86239,-73.84362,Entire home/apt,99,1,67,7/6/2019,6.07,1,337
21450408,Private Room /  Netflix + HULU Live TV in a 2 Bath,55858529,Austin,Brooklyn,40.68444,-73.93804,Private room,40,2,101,7/1/2019,4.89,3,8
10732197,Live on an island in NYC!,22774265,Pika,Manhattan,40.76189,-73.94934,Private room,64,3,51,6/30/2019,1.28,1,40
31269983,Lux Condo Room Close to Manhattan. WiFi & Balcony!,137358866,Kazuya,Queens,40.74181,-73.90279,Private room,61,30,0,,,103,123
4756578,"Clean | Green | Spacious
WB BK Sanctuary! 2BR/2BA",24544724,Katrina,Brooklyn,40.71383,-73.96289,Entire home/apt,298,3,16,6/23/2019,0.39,1,4
5850148,"Entire Floor, Private Bathroom -Direct ride to JFK",5541374,Hassan And Patti,Brooklyn,40.6864,-73.9133,Private room,159,3,30,4/22/2019,0.59,5,254
32377751,Central Location in NYC - Walk to Central Park,38483415,Florentino,Manhattan,40.80108,-73.94602,Private room,79,1,9,5/25/2019,2.23,4,365
18630660,Charming Bohemian East Village Apartment,49197104,Chelsea,Manhattan,40.73159,-73.98447,Entire home/apt,133,3,5,8/23/2017,0.19,1,0
7716322,Huge Room with a View on Manhattan!,19411025,Natalija,Queens,40.74633,-73.91293,Private room,115,1,0,,,1,0
33969648,Comfortable and Cozy Home,256502464,Paul,Manhattan,40.82715,-73.94667,Private room,55,1,20,7/1/2019,7.41,3,175
15465050,"Full Size Bed, Private Bathroom & Shower",44350279,Jp,Manhattan,40.73352,-73.9873,Private room,90,2,87,6/18/2019,2.62,4,242
30459160,Large 2 Bedroom Apt - Close to everything!,84147508,Andre,Queens,40.70028,-73.90785,Entire home/apt,190,3,1,12/30/2018,0.16,1,0
21354164,Bushwick 1Br on Jefferson St.,32941922,Trevor,Brooklyn,40.70442,-73.92553,Entire home/apt,200,2,2,12/3/2017,0.1,1,0
7839972,Manhattan Penthouse 1 Bdrm Apt,2905589,Phong,Manhattan,40.74645,-73.9853,Entire home/apt,239,4,4,10/26/2015,0.09,1,0
31122502,2 min walk to Times Square!!!,9730304,Baha,Manhattan,40.75982,-73.99066,Entire home/apt,205,4,1,1/3/2019,0.16,1,1
15125599,Beautiful One Bedroom Apartment Near Central Park,3191545,Kyle,Manhattan,40.761,-73.98522,Entire home/apt,169,30,5,6/25/2017,0.15,23,365
3395398,Cozy BR in heart of Manhattan (Hell's Kitchen),17130866,Thomas,Manhattan,40.76496,-73.99073,Private room,99,3,10,7/15/2018,0.58,1,0
2112142,"No security req,great price,new queen bed!",10784618,Miguel,Brooklyn,40.68162,-73.94848,Private room,55,5,8,4/30/2018,0.21,1,270
34743365,Modern and new Duplex next to A train,26319385,Ariadna,Brooklyn,40.67982,-73.94978,Entire home/apt,175,4,0,,,1,17
15948069,"4 bdrm/2 bath apt. Central Pk, Columbia U.",5162192,Amy,Manhattan,40.79835,-73.9616,Entire home/apt,240,30,1,5/8/2019,0.48,12,211
15083267,Bedroom in the heart of NYC,3660702,Greg,Manhattan,40.74587,-73.99149,Private room,110,1,200,6/19/2019,5.87,4,60
5344850,Cozy room 15 min from Manhattan,27698133,Jakub,Queens,40.74705,-73.89564,Private room,38,5,13,12/18/2018,0.25,1,0
17333015,Private room in stylish uptown apartment,2653648,Kareem,Manhattan,40.82316,-73.95343,Private room,75,30,1,4/26/2018,0.07,2,133
33400202,Four Points by Sheraton New York Downtown-7 Nights,5144567,Yun,Manhattan,40.70832,-74.00755,Private room,169,7,1,5/17/2019,0.57,13,358
23437204,Cool Lower East Side 1br Duplex W/ Backyard!,347953,Sadiq,Manhattan,40.71971,-73.98761,Entire home/apt,225,6,22,6/10/2019,1.36,1,17
26691677,Small 3rd story Room off BRKLYN-QUEENS Expressway,56616801,James,Brooklyn,40.72414,-73.93967,Private room,25,1,4,10/29/2018,0.34,1,0
2702351,"Spacious, Safe, and Furnished",13829968,Jonathan,Manhattan,40.82907,-73.94939,Entire home/apt,90,5,16,6/8/2019,0.25,1,3
4853011,Charming apt in beautiful Brooklyn!,24967136,Paul,Brooklyn,40.6804,-73.93183,Entire home/apt,105,7,53,10/28/2018,1.12,2,77
35720329,Amazing Location in Williamsburg with 4 Bedrooms,222287033,Francis,Brooklyn,40.71151,-73.96515,Entire home/apt,350,3,2,6/20/2019,2,5,347
34835072,High End Renovated Apartment - Sutton place,61396454,Ash,Manhattan,40.75669,-73.96199,Entire home/apt,300,30,0,,,14,329
10869804,Studio for 1,56312532,Danoulo28,Manhattan,40.80283,-73.96504,Entire home/apt,60,15,0,,,1,0
16590264,Pretty modern 3-B APT near Everything you want!,33064599,Yukee,Manhattan,40.80007,-73.96524,Entire home/apt,190,1,4,10/24/2018,0.26,6,337
29100541,"Private Room, Bath & Entry w/ Free Parking in NYC",22175061,Suket,Queens,40.72096,-73.8539,Entire home/apt,99,2,44,7/1/2019,4.94,2,35
8398955,LaGuardia Room with Private Entrance(2)!,31851704,Laura,Queens,40.75819,-73.87504,Private room,50,1,209,6/24/2019,4.53,2,1
10070235,"ä½äºŽæ›¼å“ˆé¡¿çº½çº¦ä¸ŠåŸŽ,é«˜çº§ä½å®…åŒº",51525183,Sophia,Manhattan,40.81566,-73.94293,Private room,95,180,0,,,1,358
33514031,Cozy NoHo Studio Apartment,251762237,Lori,Manhattan,40.72493,-73.99318,Entire home/apt,106,7,2,5/19/2019,0.94,1,3
32241288,Sonder | Stock Exchange | Lively 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,40.70782,-74.0107,Entire home/apt,216,2,9,6/22/2019,2.23,327,332
27389714,32 FLR VIEWS!LINCOLN SQR-LUXURY MIDTOWN WEST 60TH,200380610,Pranjal,Manhattan,40.77071,-73.98545,Entire home/apt,230,30,0,,,65,348
28936557,Designer Apartment in Harlem,37957096,GÃ²n,Manhattan,40.82365,-73.93786,Entire home/apt,80,10,17,6/2/2019,1.9,1,95
12669603,Sunny Suite with Bath near Prospect Park,39185689,Cupid,Brooklyn,40.66097,-73.95155,Private room,35,3,12,7/2/2019,0.31,1,176
29550259,Sugar Cove,222430446,JohnP,Manhattan,40.7229,-73.98698,Private room,89,1,44,7/1/2019,5.59,2,4
16026815,NEW RENO HUGE PRIVATE BED&BATH PLUS TERRACE,104254967,Anna,Queens,40.75559,-73.9208,Private room,95,2,62,7/1/2019,1.96,1,118
35570498,Stunning Midtown Apt near U.N. and Central Park,267627839,Hagar,Manhattan,40.75563,-73.96621,Entire home/apt,175,28,0,,,1,340
30800868,W 70s BR in Classic UWS Building,3929012,Kevin,Manhattan,40.77824,-73.98255,Private room,129,1,30,7/1/2019,4.69,4,49
15087800,Private Bedroom in Queen -JFK 8mins,74331597,Nickesha,Queens,40.68461,-73.76899,Private room,65,1,98,6/23/2019,2.87,5,180
28049432,Roomy and Relaxing Brooklyn Apartment,144687306,Nutrice,Brooklyn,40.6556,-73.95286,Entire home/apt,120,2,51,7/6/2019,4.94,2,232
14403574,COZY ROOM in a beautiful Bushwick apartment,12442710,Ben,Brooklyn,40.69467,-73.93113,Private room,67,3,97,6/24/2019,2.75,1,141
23612681,Shared Room 1 Stop from Manhattan on the F Train,55724558,Taylor,Queens,40.76006,-73.9408,Private room,55,4,2,6/1/2019,0.65,5,89
13605171,"Bright, quiet room in 2br close to park/trains.",14751888,Mary,Manhattan,40.78697,-73.97351,Private room,79,2,6,8/15/2017,0.16,1,0
7581690,Spacious 2 Bedroom Apt,62791,Tal,Manhattan,40.81208,-73.95097,Entire home/apt,125,3,1,10/14/2016,0.03,1,0
18840683,"Quiet, 2-Bedroom Haven in hip Crown Heights",3323956,Saxon,Brooklyn,40.67522,-73.94677,Entire home/apt,79,4,2,2/11/2019,0.08,1,0
36275438,Private 1 bedroom apartment,137094460,Adesola,Queens,40.66015,-73.7528,Entire home/apt,100,2,0,,,1,13
853900,Immaculate brand new one bedroom ,4459052,Dominique,Queens,40.76488,-73.9297,Entire home/apt,95,30,0,,,1,0
4157064,16' x 11' Furnished BR with Balcony,3563,Arnie,Brooklyn,40.64076,-74.0224,Private room,35,6,1,11/28/2014,0.02,1,0
1809547,"Priv room in 3 bdrm apt - Room ""B""",9207223,Ryan,Manhattan,40.80126,-73.9454,Private room,75,3,22,1/5/2016,0.32,3,177
29734635,Cozy 1BR near Brooklyn Waterfront by NÃ”M Stays,732460,NÃ´m,Brooklyn,40.71067,-73.96629,Entire home/apt,120,29,1,12/10/2018,0.14,7,0
20499692,Spacious Chelsea Condo MUST SEE,146348944,Pieter,Manhattan,40.74283,-73.99843,Entire home/apt,245,5,48,6/18/2019,2.22,1,46
28386154,Charming Bedroom in Brooklyn Navy Yard,30185638,Nima,Brooklyn,40.69633,-73.97215,Private room,85,5,29,6/18/2019,2.91,1,240
2044873,Bushwick Artist Loft - Awesome Room,3886532,Tom & Lily,Brooklyn,40.70781,-73.92184,Private room,79,1,89,4/24/2019,1.39,3,310
4194494,Unique Full-Floor 2br/2bath in the Heart of SoHo,10367443,J,Manhattan,40.72149,-73.99815,Entire home/apt,900,3,10,12/30/2018,0.17,1,0
36154148,"Private and cozy bedroom, for rent.",214483712,Christina,Staten Island,40.59436,-74.16345,Private room,50,30,0,,,3,179
35803557,Sunny room in a 2 bedroom shared apartment,77196523,Ninett,Manhattan,40.82936,-73.9493,Private room,80,2,0,,,1,15
11344203,"Cozy lofted room, with patio",26082446,Natali,Brooklyn,40.69607,-73.92295,Private room,100,1,0,,,1,0
13847244,44 floor apt in luxury building near Central Park,52851248,Ella,Manhattan,40.76324,-73.98459,Entire home/apt,250,10,1,8/4/2016,0.03,1,0
22857268,Spectacular 4 Story Townhouse,25168124,Diana,Brooklyn,40.72998,-73.95649,Entire home/apt,480,7,2,4/26/2019,0.13,1,23
35122826,Luxury & Cozy Penthouse in Manhattan,187544628,Kaito,Manhattan,40.76142,-73.99431,Entire home/apt,390,3,1,6/22/2019,1,1,5
22529131,Lower East Side- Perfect 1 Bedroom! #12,158969505,Karen,Manhattan,40.7211,-73.99321,Entire home/apt,180,30,2,9/15/2018,0.16,9,151
6657134,"Spacious 2BR/2BA, Great Location!",1131394,Jeremy,Manhattan,40.78071,-73.95309,Entire home/apt,240,5,4,2/23/2019,0.09,1,0
13435688,â¤ of Manhattan | Fantastic 1 Bedroom,3191545,Kyle,Manhattan,40.76369,-73.98476,Entire home/apt,150,30,1,5/31/2019,0.77,23,335
22157675,Gorgeous Duplex 2 Bdrm in Prime Greenpoint,1927555,Rob,Brooklyn,40.72612,-73.9532,Entire home/apt,250,4,1,12/13/2017,0.05,1,0
24857291,æ–°ä¸€å¤„å®¢å±…(New place 1),187908645,Jimmy,Queens,40.75582,-73.83215,Private room,60,1,9,1/29/2019,0.69,4,57
443646,Classy 2.5 BR Brownstone w/ Garden,2204078,Michelle,Manhattan,40.78911,-73.97396,Entire home/apt,395,14,39,5/16/2019,0.45,1,50
3831962,Lg Quiet Artist Home -Ditmas Park -,2236848,Liz,Brooklyn,40.64699,-73.96307,Entire home/apt,50,24,0,,,1,0
16439234,"Big, Bright 1 Bedroom b/w Columbia, City College",1877402,Anna,Manhattan,40.81199,-73.95341,Entire home/apt,125,2,10,5/6/2018,0.36,2,0
13952801,Greenpoint Artist Loft,25938509,Ashley,Brooklyn,40.72675,-73.94219,Private room,25,7,2,12/6/2016,0.06,1,0
30393555,"Serene UWS 2BR w/ Doorman, Gym, near Central Park by Blueground",107434423,Blueground,Manhattan,40.77771,-73.98244,Entire home/apt,481,30,0,,,232,156
6375331,1bdrm east village,32203454,Curtis,Manhattan,40.72378,-73.98385,Entire home/apt,130,3,26,1/20/2016,0.51,1,0
29149618,Confortable room in East Village,7795299,Margaux,Manhattan,40.73254,-73.98207,Private room,100,3,8,7/7/2019,1,1,13
15308451,Large one bed room pied a terre in Park Slope,1706073,Jean Victor,Brooklyn,40.67293,-73.98609,Entire home/apt,105,30,7,10/28/2018,0.24,1,189
24715968,Clean comfy couch -2 blocks from train station,6606533,Briane,Brooklyn,40.63654,-73.94862,Shared room,60,1,1,9/2/2018,0.1,1,0
12067652,Charming 1 Bedroom in Chelsea!,3555480,Melissa,Manhattan,40.74507,-73.99452,Entire home/apt,175,7,6,9/9/2017,0.16,1,0
2115611,Large 1 bedroom apartment next to Prospect Park,1998676,Mal,Brooklyn,40.65022,-73.97247,Entire home/apt,130,29,16,12/19/2018,0.26,1,217
13031184,Large & sunny bedroom in Park Slope,923412,Eleanor,Brooklyn,40.66573,-73.98947,Private room,50,7,0,,,1,0
11656367,Charming Brooklyn Apartment,61851697,Vivienne,Brooklyn,40.69207,-73.94321,Entire home/apt,165,3,0,,,1,273
17972466,Perfect for 2 - Heart of the Upper West Side!,33200173,Paige,Manhattan,40.78549,-73.97673,Private room,90,3,4,9/26/2017,0.16,2,0
20518456,Bright & Luxurious Studio in Financial District,80099199,Sharon,Manhattan,40.70744,-74.01521,Entire home/apt,160,4,32,6/30/2019,3.1,1,39
698132,"LARGE PRIVATE FLOOR IN BROOKLYN, NY",3577509,Eric,Brooklyn,40.69128,-73.93653,Entire home/apt,85,4,239,6/26/2019,2.89,2,1
14710763,"Home Base, Minutes to Manhattan!!!",91522394,Angelika,Brooklyn,40.69532,-73.94407,Entire home/apt,145,2,133,6/24/2019,3.83,1,178
30968359,Humble abode near Prospect Park,30770117,Chrystin,Brooklyn,40.65114,-73.96333,Entire home/apt,160,3,0,,,1,0
19386444,"Joy's Place! Cozy, Comfortable and Quaint home",22462,Joy,Brooklyn,40.68326,-73.92448,Entire home/apt,150,3,80,6/22/2019,3.38,1,42
32681564,Artistic UWS Jr Suite- 2 Queens Near Central Park,245314318,Arthouse Hotel,Manhattan,40.7813,-73.97922,Private room,280,1,0,,,10,275
27079532,NEW YORK CITY MANHATTAN STUDIO.,88900561,Camry,Manhattan,40.80203,-73.93885,Shared room,60,1,17,3/1/2019,1.48,1,0
15216703,Downtown Dream on the Park,6107166,Julia,Manhattan,40.71348,-73.99135,Entire home/apt,150,20,38,7/5/2019,1.13,1,29
19718634,Enormous apartment with everything you need,3495471,Russell,Bronx,40.83561,-73.91108,Entire home/apt,58,3,59,6/3/2019,2.89,1,42
23714854,Gorgeous Room in Downtown Designer Apartment,48911266,Tess,Manhattan,40.71262,-73.99592,Private room,119,3,17,5/15/2019,1.31,2,86
7047076,Patio Oasis in Upper East Side,3434070,Margaret,Manhattan,40.77703,-73.94773,Entire home/apt,159,4,8,8/8/2016,0.17,1,0
30463419,New Years  in NYC - in a Gold Star Resort,24552104,Terry,Manhattan,40.76424,-73.98143,Private room,350,3,0,,,1,3
257568,Zen Den (Airport Pickup: JFK & LGA),1123923,Adolfo,Brooklyn,40.67855,-73.8896,Private room,48,90,53,8/12/2017,0.57,2,1
588677,Great find- 2 bedroom apartment in Williamsburg!,2407024,Michael,Brooklyn,40.70989,-73.95347,Entire home/apt,250,30,1,8/10/2012,0.01,2,250
30296204,Brick and Beam Experience in North Williamsburg,1005966,Ryan,Brooklyn,40.7198,-73.95813,Entire home/apt,300,3,7,5/20/2019,1.11,1,168
9343350,Charming 2 bd 1 br Apartment in LES,11824700,Rachel,Manhattan,40.71549,-73.9834,Entire home/apt,220,2,3,12/23/2016,0.07,2,0
8925072,Big Bright Room in Bushwick NEXT to L and M Train,4077292,Unue,Brooklyn,40.69744,-73.90773,Private room,70,4,57,6/23/2019,1.44,2,333
23670513,Nice place for ladies only,177161276,Sissy,Bronx,40.88455,-73.86587,Shared room,26,1,10,3/7/2019,0.67,1,312
35580335,Modern townhouse convenient to everything,3562596,Sheethal,Brooklyn,40.68615,-73.98056,Entire home/apt,500,3,0,,,1,28
29517411,Sun Drenched Apartment in Brooklyn,62015880,Daniel,Brooklyn,40.66734,-73.95637,Entire home/apt,119,2,4,11/26/2018,0.47,1,0
27277569,LUXURY SUTTON PLACE 2BR 2BATH-DOORMAN/GYM,200380610,Pranjal,Manhattan,40.75375,-73.96362,Entire home/apt,350,30,0,,,65,364
5789606,Cozy BedRoom in a great location.,30037999,Loyda,Manhattan,40.80593,-73.9583,Private room,70,2,200,6/29/2019,3.92,1,202
1279234,"Massive, sunny 1-br in Brooklyn",3967827,Ezequiel,Brooklyn,40.66886,-73.95412,Entire home/apt,150,50,4,8/20/2017,0.07,1,312
35357271,New York City!! Walking to Central Park LOCATION!!,153434419,Rachel,Manhattan,40.81389,-73.94239,Private room,100,5,1,6/18/2019,1,3,260
3278631,Private Bedroom Available June 1,16572957,Hope,Manhattan,40.8008,-73.94347,Private room,130,1,3,6/6/2015,0.05,1,0
23487775,Perfect Southside Williamsburg,90334552,Elizabeth,Brooklyn,40.71254,-73.96183,Entire home/apt,220,1,0,,,1,0
4686678,LARGE GREAT STUDIO HELLS KITCHEN,7759020,Valmik,Manhattan,40.76663,-73.9895,Entire home/apt,150,1,3,6/8/2015,0.05,1,0
16201857,Bahia Brazil Vibe,7824337,Miralva,Brooklyn,40.65202,-73.96325,Private room,95,3,14,8/27/2018,0.46,2,0
310796,"Sunny 1 BR, West 80s & Central Park",1385157,Brian,Manhattan,40.78443,-73.97399,Entire home/apt,109,30,18,6/7/2019,0.2,5,285
16805103,"East 63rd street, Studio Serviced Apartment",22541573,Ken,Manhattan,40.76347,-73.9631,Entire home/apt,179,30,0,,,87,287
29216296,Feel at home!,23703328,Dada,Queens,40.71163,-73.82752,Private room,59,1,24,6/30/2019,2.76,1,32
21138554,Huge room in beautiful Brooklyn apartment,7835116,Josh,Brooklyn,40.68729,-73.96785,Private room,50,14,0,,,1,0
33611142,Your Next Vacation Should be Here...Walk to TimeSq,139724098,Mona,Manhattan,40.76091,-73.99126,Entire home/apt,299,4,16,6/26/2019,5.45,1,59
29383020,"Premier room D in upper west side NY, Columbia",221355351,James,Manhattan,40.81454,-73.96086,Private room,98,1,51,6/22/2019,5.86,4,56
23696307,"Lovely 2 bdr loft in Clinton Hill, Brooklyn",3464870,Nina,Brooklyn,40.69219,-73.95851,Entire home/apt,150,3,11,6/9/2019,0.8,1,2
9007767,Spacious Modern Alcove Studio 4,45595980,Tny,Manhattan,40.76135,-73.96707,Entire home/apt,135,30,8,9/9/2018,0.19,12,282
26690488,"Large, Eco-Friendly, Vintage Apt near Bushwick",3329478,Emily,Queens,40.70527,-73.90083,Private room,69,2,22,2/1/2019,1.92,1,16
17934924,Modern spacious apt in Park Slope,2587680,Susan,Brooklyn,40.67156,-73.98366,Entire home/apt,100,4,7,6/16/2019,0.46,1,37
23258724,Entire Place in Prime Brooklyn Neighborhood,15194406,Yitzchok,Brooklyn,40.65774,-73.99927,Entire home/apt,89,1,113,6/19/2019,6.7,1,13
8339036,Top Floor 1 Bedroom Apt XpressTrain,11995451,Sam,Brooklyn,40.62857,-73.94828,Entire home/apt,78,2,114,6/20/2019,2.65,1,217
4736480,Upper East Side Apatments,4568686,Amy,Manhattan,40.77556,-73.95245,Entire home/apt,375,4,0,,,1,0
27387520,1BR ON BROADWAY &  WEST 71ST STREET,200380610,Pranjal,Manhattan,40.779,-73.98319,Entire home/apt,200,30,0,,,65,342
18309354,"Spacious Private Room In New York, Manhattan",55778523,Lydia,Manhattan,40.80456,-73.96521,Private room,125,1,4,5/22/2017,0.15,1,0
18213425,Contemporary Home with Brooklyn Charm,125746559,Akil,Brooklyn,40.65953,-73.94475,Entire home/apt,170,3,19,8/20/2018,0.81,1,0
27795110,Center of West Village: Unique 1 Bedroom,48677236,Lo,Manhattan,40.73271,-74.00207,Entire home/apt,220,2,10,7/1/2019,0.92,1,48
9866039,"Modern, Large & Cozy 1 BR NYC Apt",314008,Charline,Manhattan,40.75247,-73.97196,Entire home/apt,270,4,8,4/10/2018,0.19,1,0
36072301,Large private room in the heart of Williamsburg,271350187,Elena,Brooklyn,40.71814,-73.95041,Private room,109,1,0,,,3,304
19808259,Newly renovated heart of Williamsburg great views,117530860,Adam,Brooklyn,40.72019,-73.95581,Private room,65,7,1,8/14/2017,0.04,1,0
6747958,1 cozy & centrally located bedroom,20904647,Christina,Brooklyn,40.68662,-73.97602,Private room,90,4,32,7/3/2019,0.67,1,295
8582762,1 private bedroom in 3 bedroom apt,45082108,Kristen,Brooklyn,40.72564,-73.94885,Private room,90,1,0,,,1,0
24650448,Astoria bedroom with personality,185495146,Alexandria,Queens,40.75452,-73.91458,Private room,52,6,7,6/25/2019,0.5,1,2
6286253,SunLit Room in Hip Neighborhood,32678605,Rebekah,Brooklyn,40.69756,-73.92209,Private room,100,1,0,,,1,0
2081408,Cozy Sun Drenched Crown Heights Apt,318435,Rose,Brooklyn,40.66646,-73.93605,Entire home/apt,105,5,1,1/8/2015,0.02,1,0
9022913,"Stylish Townhouse, 2 large bedrooms + ensuite bths",47104818,Sebastian,Brooklyn,40.6899,-73.93228,Private room,249,3,5,7/2/2019,0.45,3,360
29079293,Luxury pied-Ã -terre in Carroll Gdns carriage hse,48806776,Amanda,Brooklyn,40.68132,-73.99169,Entire home/apt,175,2,14,5/25/2019,2.05,1,119
21804666,Luxury room at Hudson Yards,158731650,Jamal,Manhattan,40.75605,-73.99797,Private room,139,1,0,,,1,0
9984143,Quiet Riverside Park 1 bdrm w gym,51300628,Peter,Manhattan,40.7939,-73.9761,Entire home/apt,199,10,0,,,1,0
20330822,Charming Quiet Entire 1 bdrm Duplex UWS + Terrace,20217572,David,Manhattan,40.79312,-73.96886,Entire home/apt,219,4,30,6/15/2019,1.29,1,45
24630272,Private Room in huge TriBeCa Loft,23971160,Josh,Manhattan,40.71313,-74.00681,Private room,90,2,3,6/1/2018,0.21,1,0
22584204,Industrial Chinatown Hideaway,126449349,John,Manhattan,40.71327,-73.98866,Entire home/apt,160,1,2,1/1/2019,0.31,2,159
15088024,Cozy Private Room for Eager Travelers! :D,49807429,Russell,Brooklyn,40.65916,-73.95074,Private room,54,3,169,7/2/2019,4.98,1,136
20876208,"Good Access to Everywhere:)Bushwick, Brooklyn NY",127618565,Takanori,Brooklyn,40.70544,-73.91828,Private room,59,1,90,6/22/2019,4.26,1,42
26705460,A+ Location - Cozy Brooklyn Room with Great Access,106609860,Jeremy,Brooklyn,40.67779,-73.98342,Private room,60,2,37,6/20/2019,3.27,1,54
30513862,Romantic New York City Get-Away,142642693,Bijan,Manhattan,40.80861,-73.95451,Entire home/apt,95,2,24,5/13/2019,3.79,1,0
1983466,A Cozy Creative Room for Nomads,2777672,Kalae,Manhattan,40.80168,-73.96253,Private room,87,2,272,6/16/2019,4.02,3,133
4881420,LARGE COZY STUDIO BEST LOCATION - PARADISIAC OASIS,25112856,Mio,Manhattan,40.73933,-74.00313,Entire home/apt,159,4,40,6/24/2019,0.83,1,267
